image_name,sample,total_pollen,tails,no_tails,ph,treatment,incubation_temperature_°C,days_after_first_anthesis,germination_percent
cq329_fa6_17_p619_1ml_boric_acid_d2_0007.jpg,1_002,35,4,31,5.5,0.01,22,2,11.42857143
cq329_fa6_17_p619_1ml_boric_acid_d2_0008.jpg,1_002,97,11,86,5.5,0.01,22,2,11.34020619
cq329_fa6_17_p619_1ml_boric_acid_d2_0009.jpg,1_002,117,14,103,5.5,0.01,22,2,11.96581197
cq329_fa6_17_p619_1ml_boric_acid_d2_0010.jpg,1_002,103,16,87,5.5,0.01,22,2,15.53398058
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0001.jpg,1_003,85,5,80,5.5,0.01,22,2,5.882352941
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0002.jpg,1_003,153,9,144,5.5,0.01,22,2,5.882352941
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0003.jpg,1_003,51,4,47,5.5,0.01,22,2,7.843137255
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0004.jpg,1_003,117,7,110,5.5,0.01,22,2,5.982905983
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0005.jpg,1_003,179,6,173,5.5,0.01,22,2,3.351955307
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0006.jpg,1_003,180,7,173,5.5,0.01,22,2,3.888888889
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0007.jpg,1_003,67,2,65,5.5,0.01,22,2,2.985074627
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0008.jpg,1_003,66,6,60,5.5,0.01,22,2,9.090909091
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0009.jpg,1_003,185,11,174,5.5,0.01,22,2,5.945945946
cq329_fa6_17_p6_19_1ml_boric_acid_d3_0010.jpg,1_003,49,5,44,5.5,0.01,22,2,10.20408163
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0001.jpg,1_004,28,14,14,5.5,0.01,22,3,50
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0002.jpg,1_004,38,31,9,5.5,0.01,22,3,81.57894737
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0003.jpg,1_004,52,17,35,5.5,0.01,22,3,32.69230769
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0004.jpg,1_004,41,11,30,5.5,0.01,22,3,26.82926829
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0005.jpg,1_004,24,16,8,5.5,0.01,22,3,66.66666667
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0006.jpg,1_004,104,18,86,5.5,0.01,22,3,17.30769231
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0007.jpg,1_004,62,14,48,5.5,0.01,22,3,22.58064516
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0008.jpg,1_004,54,18,36,5.5,0.01,22,3,33.33333333
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0009.jpg,1_004,55,31,24,5.5,0.01,22,3,56.36363636
cq329_fa6_17_p6_20_1ml_boric_acid_d1_0010.jpg,1_004,49,33,16,5.5,0.01,22,3,67.34693878
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0001.jpg,1_005,57,46,11,5.5,0.01,22,3,80.70175439
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0002.jpg,1_005,49,38,11,5.5,0.01,22,3,77.55102041
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0003.jpg,1_005,40,23,17,5.5,0.01,22,3,57.5
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0004.jpg,1_005,57,22,35,5.5,0.01,22,3,38.59649123
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0005.jpg,1_005,52,29,23,5.5,0.01,22,3,55.76923077
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0006.jpg,1_005,74,47,27,5.5,0.01,22,3,63.51351351
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0007.jpg,1_005,71,45,26,5.5,0.01,22,3,63.38028169
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0008.jpg,1_005,92,28,64,5.5,0.01,22,3,30.43478261
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0009.jpg,1_005,75,21,54,5.5,0.01,22,3,28
cq329_fa6_17_p6_20_1ml_boric_acid_d2_0010.jpg,1_005,73,26,47,5.5,0.01,22,3,35.61643836
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0001.jpg,1_006,18,17,1,5.5,0.01,22,3,94.44444444
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0002.jpg,1_006,40,25,15,5.5,0.01,22,3,62.5
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0003.jpg,1_006,87,24,63,5.5,0.01,22,3,27.5862069
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0004.jpg,1_006,22,20,2,5.5,0.01,22,3,90.90909091
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0005.jpg,1_006,25,20,5,5.5,0.01,22,3,80
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0006.jpg,1_006,42,12,30,5.5,0.01,22,3,28.57142857
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0007.jpg,1_006,78,14,64,5.5,0.01,22,3,17.94871795
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0008.jpg,1_006,29,26,3,5.5,0.01,22,3,89.65517241
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0009.jpg,1_006,41,13,28,5.5,0.01,22,3,31.70731707
cq329_fa6_17_p6_20_1ml_boric_acid_d3_0010.jpg,1_006,33,28,5,5.5,0.01,22,3,84.84848485
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0001.jpg,1_007,62,42,20,5.5,0.01,22,3,67.74193548
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0002.jpg,1_007,72,38,34,5.5,0.01,22,3,52.77777778
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0003.jpg,1_007,88,39,47,5.5,0.01,22,3,44.31818182
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0004.jpg,1_007,71,36,35,5.5,0.01,22,3,50.70422535
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0005.jpg,1_007,64,29,35,5.5,0.01,22,3,45.3125
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0006.jpg,1_007,56,41,15,5.5,0.01,22,3,73.21428571
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0007.jpg,1_007,66,47,19,5.5,0.01,22,3,71.21212121
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0008.jpg,1_007,53,35,18,5.5,0.01,22,3,66.03773585
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0009.jpg,1_007,72,42,30,5.5,0.01,22,3,58.33333333
cq329_1ml_boric_acid_fa6_18_p6_21_d1_0010.jpg,1_007,70,34,36,5.5,0.01,22,3,48.57142857
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0001.jpg,1_008,71,31,38,5.5,0.01,22,3,43.66197183
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0002.jpg,1_008,91,53,38,5.5,0.01,22,3,58.24175824
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0003.jpg,1_008,87,53,34,5.5,0.01,22,3,60.91954023
cq329_1ml_boric_acid_fa6_18_p6_21_d2_00014.jpg,1_008,65,36,29,5.5,0.01,22,3,55.38461538
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0005.jpg,1_008,50,25,25,5.5,0.01,22,3,50
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0006.jpg,1_008,56,17,29,5.5,0.01,22,3,30.35714286
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0007.jpg,1_008,52,20,32,5.5,0.01,22,3,38.46153846
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0008.jpg,1_008,79,31,48,5.5,0.01,22,3,39.24050633
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0009.jpg,1_008,75,40,35,5.5,0.01,22,3,53.33333333
cq329_1ml_boric_acid_fa6_18_p6_21_d2_0010.jpg,1_008,70,37,33,5.5,0.01,22,3,52.85714286
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0001.jpg,1_009,27,14,13,5.5,0.01,22,3,51.85185185
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0002.jpg,1_009,44,35,9,5.5,0.01,22,3,79.54545455
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0003.jpg,1_009,60,30,30,5.5,0.01,22,3,50
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0004.jpg,1_009,64,41,23,5.5,0.01,22,3,64.0625
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0005.jpg,1_009,55,34,21,5.5,0.01,22,3,61.81818182
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0006.jpg,1_009,48,33,15,5.5,0.01,22,3,68.75
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0007.jpg,1_009,57,26,31,5.5,0.01,22,3,45.61403509
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0008.jpg,1_009,55,33,22,5.5,0.01,22,3,60
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0009.jpg,1_009,54,28,26,5.5,0.01,22,3,51.85185185
cq329_1ml_boric_acid_fa6_18_p6_21_d3_0010.jpg,1_009,71,54,17,5.5,0.01,22,3,76.05633803
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0001.jpg,1_010,35,8,27,5.5,0.01,22,2,22.85714286
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0002.jpg,1_010,65,28,37,5.5,0.01,22,2,43.07692308
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0003.jpg,1_010,70,26,44,5.5,0.01,22,2,37.14285714
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0004.jpg,1_010,69,20,49,5.5,0.01,22,2,28.98550725
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0005.jpg,1_010,70,29,41,5.5,0.01,22,2,41.42857143
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0006.jpg,1_010,82,27,55,5.5,0.01,22,2,32.92682927
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0007.jpg,1_010,94,36,58,5.5,0.01,22,2,38.29787234
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0008.jpg,1_010,55,27,28,5.5,0.01,22,2,49.09090909
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0009.jpg,1_010,37,21,16,5.5,0.01,22,2,56.75675676
cq329_1ml_boric_acid_fa6_20.21_p6_22_d1_0010.jpg,1_010,43,28,15,5.5,0.01,22,2,65.11627907
cq329_1ml_boric_acid_fa6_20.21_p6_22_d2_0001.jpg,1_011,48,20,28,5.5,0.01,22,2,41.66666667
cq329_1ml_boric_acid_fa6_20.21_p6_22_d2_0002.jpg,1_011,51,16,35,5.5,0.01,22,2,31.37254902
cq329_1ml_boric_acid_fa6_20.21_p6_22_d2_0003.jpg,1_011,21,9,12,5.5,0.01,22,2,42.85714286
cq329_1ml_boric_acid_fa6_20.21_p6_22_d2_0004.jpg,1_011,61,31,30,5.5,0.01,22,2,50.81967213
cq329_1ml_boric_acid_fa6_20.21_p6_22_d2_0005.jpg,1_011,65,27,38,5.5,0.01,22,2,41.53846154
cq329_1ml_boric_acid_fa6_20.21_p6_22_d2_0006.jpg,1_011,89,18,71,5.5,0.01,22,2,20.2247191
cq329_1ml_boric_acid_fa6_20.21_p6_22_d2_0007.jpg,1_011,52,15,37,5.5,0.01,22,2,28.84615385
cq329_1ml_boric_acid_fa6_20.21_p6_22_d2_0008.jpg,1_011,46,17,29,5.5,0.01,22,2,36.95652174
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0001.jpg,1_012,60,19,41,5.5,0.01,22,2,31.66666667
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0002.jpg,1_012,39,17,22,5.5,0.01,22,2,43.58974359
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0003.jpg,1_012,56,29,27,5.5,0.01,22,2,51.78571429
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0004.jpg,1_012,38,23,15,5.5,0.01,22,2,60.52631579
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0005.jpg,1_012,42,14,28,5.5,0.01,22,2,33.33333333
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0006.jpg,1_012,43,18,25,5.5,0.01,22,2,41.86046512
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0007.jpg,1_012,52,26,26,5.5,0.01,22,2,50
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0008.jpg,1_012,70,22,48,5.5,0.01,22,2,31.42857143
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0009.jpg,1_012,72,26,46,5.5,0.01,22,2,36.11111111
cq329_1ml_boric_acid_fa6_20.21_p6_22_d3_0010.jpg,1_012,72,26,46,5.5,0.01,22,2,36.11111111
cq329_fa6_17_p6_19_2ml_boric_acid_d1_0001.jpg,2_001,49,7,42,5.5,0.02,22,2,14.28571429
cq329_fa6_17_p6_19_2ml_boric_acid_d1_0002.jpg,2_001,119,29,90,5.5,0.02,22,2,24.3697479
cq329_fa6_17_p6_19_2ml_boric_acid_d1_0003.jpg,2_001,60,16,44,5.5,0.02,22,2,26.66666667
cq329_fa6_17_p6_19_2ml_boric_acid_d1_0004.jpg,2_001,116,36,80,5.5,0.02,22,2,31.03448276
cq329_fa6_17_p6_19_2ml_boric_acid_d1_0005.jpg,2_001,68,10,58,5.5,0.02,22,2,14.70588235
cq329_fa6_17_p6_19_2ml_boric_acid_d1_0006.jpg,2_001,48,9,39,5.5,0.02,22,2,18.75
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0001.jpg,2_002,32,9,43,5.5,0.02,22,2,28.125
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0002.jpg,2_002,46,4,42,5.5,0.02,22,2,8.695652174
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0003.jpg,2_002,73,4,69,5.5,0.02,22,2,5.479452055
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0004.jpg,2_002,57,15,42,5.5,0.02,22,2,26.31578947
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0005.jpg,2_002,45,3,42,5.5,0.02,22,2,6.666666667
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0006.jpg,2_002,57,7,50,5.5,0.02,22,2,12.28070175
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0007.jpg,2_002,34,2,32,5.5,0.02,22,2,5.882352941
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0008.jpg,2_002,42,5,37,5.5,0.02,22,2,11.9047619
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0009.jpg,2_002,39,6,33,5.5,0.02,22,2,15.38461538
cq329_fa6_17_p6_19_2ml_boric_acid_d2_0010.jpg,2_002,38,4,34,5.5,0.02,22,2,10.52631579
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0001.jpg,2_003,43,9,34,5.5,0.02,22,2,20.93023256
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0002.jpg,2_003,51,9,42,5.5,0.02,22,2,17.64705882
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0003.jpg,2_003,43,5,38,5.5,0.02,22,2,11.62790698
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0004.jpg,2_003,34,7,27,5.5,0.02,22,2,20.58823529
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0005.jpg,2_003,29,7,22,5.5,0.02,22,2,24.13793103
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0006.jpg,2_003,16,9,7,5.5,0.02,22,2,56.25
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0007.jpg,2_003,10,4,6,5.5,0.02,22,2,40
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0008.jpg,2_003,49,7,42,5.5,0.02,22,2,14.28571429
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0009.jpg,2_003,33,6,27,5.5,0.02,22,2,18.18181818
cq329_fa6_17_p6_19_2ml_boric_acid_d3_0010.jpg,2_003,40,6,34,5.5,0.02,22,2,15
cq329_fa6_17_p6_20_2ml_boric_acid_d1_0002.jpg,2_004,46,23,23,5.5,0.02,22,3,50
cq329_fa6_17_p6_20_2ml_boric_acid_d1_0003.jpg,2_004,39,5,34,5.5,0.02,22,3,12.82051282
cq329_fa6_17_p6_20_2ml_boric_acid_d1_0004.jpg,2_004,5,2,3,5.5,0.02,22,3,40
cq329_fa6_17_p6_20_2ml_boric_acid_d1_0005.jpg,2_004,12,3,10,5.5,0.02,22,3,25
cq329_fa6_17_p6_20_2ml_boric_acid_d1_0006.jpg,2_004,4,2,2,5.5,0.02,22,3,50
cq329_fa6_17_p6_20_2ml_boric_acid_d1_0007.jpg,2_004,3,2,1,5.5,0.02,22,3,66.66666667
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0001.jpg,2_005,59,30,29,5.5,0.02,22,3,50.84745763
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0002.jpg,2_005,42,24,18,5.5,0.02,22,3,57.14285714
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0003.jpg,2_005,49,30,19,5.5,0.02,22,3,61.2244898
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0004.jpg,2_005,57,20,37,5.5,0.02,22,3,35.0877193
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0005.jpg,2_005,60,20,40,5.5,0.02,22,3,33.33333333
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0006.jpg,2_005,37,24,13,5.5,0.02,22,3,64.86486486
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0007.jpg,2_005,31,19,12,5.5,0.02,22,3,61.29032258
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0008.jpg,2_005,35,17,18,5.5,0.02,22,3,48.57142857
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0009.jpg,2_005,30,12,18,5.5,0.02,22,3,40
cq329_fa6_17_p6_20_2ml_boric_acid_d2_0010.jpg,2_005,77,19,58,5.5,0.02,22,3,24.67532468
cq329_fa6_17_p6_20_2ml_boric_acid_d3_0001.jpg,2_006,43,18,25,5.5,0.02,22,3,41.86046512
cq329_fa6_17_p6_20_2ml_boric_acid_d3_0002.jpg,2_006,30,16,14,5.5,0.02,22,3,53.33333333
cq329_fa6_17_p6_20_2ml_boric_acid_d3_0003.jpg,2_006,12,8,4,5.5,0.02,22,3,66.66666667
cq329_fa6_17_p6_20_2ml_boric_acid_d3_0005.jpg,2_006,16,8,6,5.5,0.02,22,3,50
cq329_fa6_17_p6_20_2ml_boric_acid_d3_0006.jpg,2_006,25,8,17,5.5,0.02,22,3,32
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0001.jpg,2_007,59,25,34,5.5,0.02,22,3,42.37288136
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0002.jpg,2_007,42,14,28,5.5,0.02,22,3,33.33333333
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0003.jpg,2_007,58,20,38,5.5,0.02,22,3,34.48275862
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0004.jpg,2_007,52,12,40,5.5,0.02,22,3,23.07692308
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0005.jpg,2_007,45,9,36,5.5,0.02,22,3,20
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0006.jpg,2_007,57,11,46,5.5,0.02,22,3,19.29824561
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0007.jpg,2_007,85,14,71,5.5,0.02,22,3,16.47058824
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0008.jpg,2_007,80,15,65,5.5,0.02,22,3,18.75
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0009.jpg,2_007,69,13,56,5.5,0.02,22,3,18.84057971
cq329_2ml_boric_acid_fa6_18_p6_21_d1_0010.jpg,2_007,63,11,52,5.5,0.02,22,3,17.46031746
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0001.jpg,2_008,51,16,35,5.5,0.02,22,3,31.37254902
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0002.jpg,2_008,113,79,34,5.5,0.02,22,3,69.91150442
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0003.jpg,2_008,73,16,57,5.5,0.02,22,3,21.91780822
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0004.jpg,2_008,112,13,99,5.5,0.02,22,3,11.60714286
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0005.jpg,2_008,96,14,82,5.5,0.02,22,3,14.58333333
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0006.jpg,2_008,91,15,76,5.5,0.02,22,3,16.48351648
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0007.jpg,2_008,49,15,34,5.5,0.02,22,3,30.6122449
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0008.jpg,2_008,73,21,52,5.5,0.02,22,3,28.76712329
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0009.jpg,2_008,93,15,78,5.5,0.02,22,3,16.12903226
cq329_2ml_boric_acid_fa6_18_p6_21_d2_0010.jpg,2_008,86,16,70,5.5,0.02,22,3,18.60465116
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0001.jpg,2_009,52,19,33,5.5,0.02,22,3,36.53846154
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0002.jpg,2_009,86,27,59,5.5,0.02,22,3,31.39534884
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0003.jpg,2_009,97,30,67,5.5,0.02,22,3,30.92783505
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0004.jpg,2_009,57,32,25,5.5,0.02,22,3,56.14035088
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0005.jpg,2_009,39,27,12,5.5,0.02,22,3,69.23076923
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0006.jpg,2_009,58,29,29,5.5,0.02,22,3,50
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0007.jpg,2_009,38,14,24,5.5,0.02,22,3,36.84210526
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0008.jpg,2_009,77,23,54,5.5,0.02,22,3,29.87012987
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0009.jpg,2_009,56,23,33,5.5,0.02,22,3,41.07142857
cq329_2ml_boric_acid_fa6_18_p6_21_d3_0010.jpg,2_009,68,20,48,5.5,0.02,22,3,29.41176471
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0001.jpg,2_010,58,7,51,5.5,0.02,22,2,12.06896552
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0002.jpg,2_010,46,22,24,5.5,0.02,22,2,47.82608696
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0003.jpg,2_010,57,28,29,5.5,0.02,22,2,49.12280702
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0004.jpg,2_010,61,30,31,5.5,0.02,22,2,49.18032787
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0005.jpg,2_010,101,41,60,5.5,0.02,22,2,40.59405941
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0006.jpg,2_010,124,70,54,5.5,0.02,22,2,56.4516129
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0007.jpg,2_010,65,22,43,5.5,0.02,22,2,33.84615385
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0008.jpg,2_010,57,19,38,5.5,0.02,22,2,33.33333333
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0009.jpg,2_010,58,21,37,5.5,0.02,22,2,36.20689655
cq329_2ml_boric_acid_fa6_20.21_p6_22_d1_0010.jpg,2_010,90,36,54,5.5,0.02,22,2,40
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0001.jpg,2_011,96,59,37,5.5,0.02,22,2,61.45833333
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0002.jpg,2_011,99,34,65,5.5,0.02,22,2,34.34343434
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0003.jpg,2_011,91,29,62,5.5,0.02,22,2,31.86813187
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0004.jpg,2_011,112,33,79,5.5,0.02,22,2,29.46428571
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0005.jpg,2_011,117,37,80,5.5,0.02,22,2,31.62393162
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0006.jpg,2_011,127,35,92,5.5,0.02,22,2,27.55905512
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0007.jpg,2_011,125,32,93,5.5,0.02,22,2,25.6
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0008.jpg,2_011,134,56,78,5.5,0.02,22,2,41.79104478
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0009.jpg,2_011,70,35,35,5.5,0.02,22,2,50
cq329_2ml_boric_acid_fa6_20.21_p6_22_d2_0010.jpg,2_011,54,24,30,5.5,0.02,22,2,44.44444444
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0001.jpg,2_012,251,66,185,5.5,0.02,22,2,26.29482072
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0002.jpg,2_012,211,29,182,5.5,0.02,22,2,13.74407583
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0003.jpg,2_012,106,35,71,5.5,0.02,22,2,33.01886792
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0004.jpg,2_012,186,65,121,5.5,0.02,22,2,34.94623656
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0005.jpg,2_012,130,46,84,5.5,0.02,22,2,35.38461538
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0006.jpg,2_012,137,37,100,5.5,0.02,22,2,27.00729927
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0007.jpg,2_012,145,36,109,5.5,0.02,22,2,24.82758621
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0008.jpg,2_012,252,72,180,5.5,0.02,22,2,28.57142857
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0009.jpg,2_012,120,34,86,5.5,0.02,22,2,28.33333333
cq329_2ml_boric_acid_fa6_20.21_p6_22_d3_0010.jpg,2_012,95,29,66,5.5,0.02,22,2,30.52631579
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0001.jpg,3_001,103,13,90,5.5,0.03,22,2,12.62135922
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0002.jpg,3_001,210,10,200,5.5,0.03,22,2,4.761904762
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0003.jpg,3_001,60,12,48,5.5,0.03,22,2,20
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0004.jpg,3_001,113,16,97,5.5,0.03,22,2,14.15929204
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0005.jpg,3_001,139,15,124,5.5,0.03,22,2,10.79136691
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0006.jpg,3_001,64,9,55,5.5,0.03,22,2,14.0625
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0007.jpg,3_001,74,10,64,5.5,0.03,22,2,13.51351351
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0008.jpg,3_001,156,15,141,5.5,0.03,22,2,9.615384615
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0009.jpg,3_001,160,9,151,5.5,0.03,22,2,5.625
cq329_fa6_17_p6_19_3ml_boric_acid_d1_0010.jpg,3_001,75,10,65,5.5,0.03,22,2,13.33333333
cq329_fa6_17_p6_19_3ml_boric_acid_d2_0001.jpg,3_002,46,7,39,5.5,0.03,22,2,15.2173913
cq329_fa6_17_p6_19_3ml_boric_acid_d2_0002.jpg,3_002,32,2,30,5.5,0.03,22,2,6.25
