image,sample,genotype ,pollen_growth_temp,pollen_incubation_temp_c,rounds,pollen_image,treatment,tails,no_tails,total_pollen,pollen_germination,
cq329-ph5-5-p2-0010.jpg,ph5_008,QQ74,22,22,Round-3,11/25/20,5.5,31,19,50,62,
cq329-ph5-5-p3-001.jpg,ph5_009,QQ74,22,22,Round-3,11/25/20,5.5,38,24,62,61.29032258,
cq329-ph5-5-p3-0002.jpg,ph5_009,QQ74,22,22,Round-3,11/25/20,5.5,26,8,34,76.47058824,
cq329-ph5-5-p3-0003.jpg,ph5_009,QQ74,22,22,Round-3,11/25/20,5.5,23,22,45,51.11111111,
cq329-ph5-5-p3-0004.jpg,ph5_009,QQ74,22,22,Round-3,11/25/20,5.5,22,28,50,44,
cq329-ph5-5-p3-0005.jpg,ph5_009,QQ74,22,22,Round-3,11/25/20,5.5,78,12,90,86.66666667,
cq329-ph5-5-p3-0006.jpg,ph5_009,QQ74,22,22,Round-3,11/25/20,5.5,93,13,106,87.73584906,
cq329-ph5-5-p3-0007.jpg,ph5_009,QQ74,22,22,Round-3,11/25/20,5.5,51,19,70,72.85714286,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0001.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,31,26,57,54.38596491,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0002.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,38,17,55,69.09090909,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0003.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,22,25,47,46.80851064,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0004.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,31,20,51,60.78431373,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0005.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,23,14,37,62.16216216,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0006.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,28,6,34,82.35294118,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0007.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,20,3,23,86.95652174,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0008.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,20,16,36,55.55555556,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0009.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,16,15,31,51.61290323,
control3_7_pollen3_10_ph5-5_d1st_r1_pic0010.jpg,ph5_010,QQ74,22,22,Round-4,3/12/21,5.5,27,19,46,58.69565217,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0001.jpg,ph5_011,QQ74,22,22,Round-4,3/12/21,5.5,21,5,26,80.76923077,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0002.jpg,ph5_011,QQ74,22,22,Round-4,3/12/21,5.5,25,8,33,75.75757576,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0003.jpg,ph5_011,QQ74,22,22,Round-4,3/12/21,5.5,19,3,22,86.36363636,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0004.jpg,ph5_011,QQ74,22,22,Round-4,3/12/21,5.5,20,5,25,80,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0005.jpg,ph5_011,QQ74,22,22,Round-4,3/12/21,5.5,24,12,36,66.66666667,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0006.jpg,ph5_011,QQ74,22,22,Round-4,3/12/21,5.5,21,10,31,67.74193548,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0007.jpg,ph5_012,QQ74,22,22,Round-4,3/12/21,5.5,23,10,33,69.6969697,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0008.jpg,ph5_012,QQ74,22,22,Round-4,3/12/21,5.5,20,10,30,66.66666667,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0009.jpg,ph5_012,QQ74,22,22,Round-4,3/12/21,5.5,19,4,23,82.60869565,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0010.jpg,ph5_012,QQ74,22,22,Round-4,3/12/21,5.5,30,12,42,71.42857143,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0011.jpg,ph5_012,QQ74,22,22,Round-4,3/12/21,5.5,21,16,37,56.75675676,
control3_7_pollen3_10_ph5-5_d1st_r2_pic0012.jpg,ph5_012,QQ74,22,22,Round-4,3/12/21,5.5,26,1,27,96.2962963,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0001.jpg,ph5_013,QQ74,22,22,Round-4,3/12/21,5.5,20,6,26,76.92307692,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0002.jpg,ph5_013,QQ74,22,22,Round-4,3/12/21,5.5,29,5,34,85.29411765,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0003.jpg,ph5_013,QQ74,22,22,Round-4,3/12/21,5.5,19,13,32,59.375,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0004.jpg,ph5_013,QQ74,22,22,Round-4,3/12/21,5.5,20,17,37,54.05405405,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0005.jpg,ph5_013,QQ74,22,22,Round-4,3/12/21,5.5,19,0,19,100,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0006.jpg,ph5_013,QQ74,22,22,Round-4,3/12/21,5.5,22,2,24,91.66666667,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0007.jpg,ph5_013,QQ74,22,22,Round-4,3/12/21,5.5,15,5,20,75,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0008.jpg,ph5_014,QQ74,22,22,Round-4,3/12/21,5.5,11,18,29,37.93103448,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0009.jpg,ph5_014,QQ74,22,22,Round-4,3/12/21,5.5,15,13,28,53.57142857,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0010.jpg,ph5_014,QQ74,22,22,Round-4,3/12/21,5.5,17,16,33,51.51515152,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0011.jpg,ph5_014,QQ74,22,22,Round-4,3/12/21,5.5,21,10,31,67.74193548,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0012.jpg,ph5_014,QQ74,22,22,Round-4,3/12/21,5.5,19,6,25,76,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0013.jpg,ph5_014,QQ74,22,22,Round-4,3/12/21,5.5,18,8,26,69.23076923,
control3_7_pollen3_10_ph5-5_d1st_r3_pic0014.jpg,ph5_014,QQ74,22,22,Round-4,3/12/21,5.5,19,16,35,54.28571429,
control3_7_pollen3_10_ph5-5_d1st_r4_pic0001.jpg,ph5_015,QQ74,22,22,Round-4,3/12/21,5.5,28,20,48,58.33333333,
