image_name,sample,treatment,total_pollen,tails,no_tails,ph,pollen_treatment,incubation_temperature_°C,DAFA,germination_percent
cq329_24gsucrose_FA6_13_p6_17_d1_0010.jpg,24_007,24,48,5,43,5.5,control,22,3,10.41666667
cq329_24gsucrose_FA6_13_p6_17_d2_0001.jpg,24_008,24,48,17,31,5.5,control,22,3,35.41666667
cq329_24gsucrose_FA6_13_p6_17_d2_0002.jpg,24_008,24,47,16,30,5.5,control,22,3,34.04255319
cq329_24gsucrose_FA6_13_p6_17_d2_0003.jpg,24_008,24,47,26,21,5.5,control,22,3,55.31914894
cq329_24gsucrose_FA6_13_p6_17_d2_0004.jpg,24_008,24,61,11,50,5.5,control,22,3,18.03278689
cq329_24gsucrose_FA6_13_p6_17_d2_0005.jpg,24_008,24,108,14,94,5.5,control,22,3,12.96296296
cq329_24gsucrose_FA6_13_p6_17_d2_0006.jpg,24_008,24,132,9,123,5.5,control,22,3,6.818181818
cq329_24gsucrose_FA6_13_p6_17_d2_0007.jpg,24_008,24,92,7,85,5.5,control,22,3,7.608695652
cq329_24gsucrose_FA6_13_p6_17_d2_0008.jpg,24_008,24,74,7,67,5.5,control,22,3,9.459459459
cq329_24gsucrose_FA6_13_p6_17_d2_0009.jpg,24_008,24,43,14,29,5.5,control,22,3,32.55813953
cq329_24gsucrose_FA6_13_p6_17_d2_0010.jpg,24_008,24,99,86,13,5.5,control,22,3,86.86868687
cq329_24gsucrose_FA6_13_p6_17_d3_0001.jpg,24_009,24,41,8,33,5.5,control,22,3,19.51219512
cq329_24gsucrose_FA6_13_p6_17_d3_0002.jpg,24_009,24,63,7,56,5.5,control,22,3,11.11111111
cq329_24gsucrose_FA6_13_p6_17_d3_0003.jpg,24_009,24,67,6,61,5.5,control,22,3,8.955223881
cq329_24gsucrose_FA6_13_p6_17_d3_0004.jpg,24_009,24,39,5,34,5.5,control,22,3,12.82051282
cq329_24gsucrose_FA6_13_p6_17_d3_0005.jpg,24_009,24,56,7,49,5.5,control,22,3,12.5
cq329_24gsucrose_FA6_13_p6_17_d3_0006.jpg,24_009,24,59,5,54,5.5,control,22,3,8.474576271
cq329_24gsucrose_FA6_13_p6_17_d3_0007.jpg,24_009,24,91,8,83,5.5,control,22,3,8.791208791
cq329_24gsucrose_FA6_13_p6_17_d3_0008.jpg,24_009,24,66,8,56,5.5,control,22,3,12.12121212
cq329_24gsucrose_FA6_13_p6_17_d3_0009.jpg,24_009,24,72,7,65,5.5,control,22,3,9.722222222
cq329_24gsucrose_FA6_13_p6_17_d3_0010.jpg,24_009,24,57,5,52,5.5,control,22,3,8.771929825
cq329_32g_sucrose_fa6_9_p6_13_d1_0001.jpg,32_001,32,85,1,84,5.5,control,22,3,1.176470588
cq329_32g_sucrose_fa6_9_p6_13_d1_0002.jpg,32_001,32,83,0,83,5.5,control,22,3,0
cq329_32g_sucrose_fa6_9_p6_13_d1_0003.jpg,32_001,32,82,1,81,5.5,control,22,3,1.219512195
cq329_32g_sucrose_fa6_9_p6_13_d1_0004.jpg,32_001,32,33,1,32,5.5,control,22,3,3.03030303
cq329_32g_sucrose_fa6_9_p6_13_d1_0005.jpg,32_001,32,38,2,36,5.5,control,22,3,5.263157895
cq329_32g_sucrose_fa6_9_p6_13_d1_0006.jpg,32_001,32,69,3,66,5.5,control,22,3,4.347826087
cq329_32g_sucrose_fa6_9_p6_13_d1_0007.jpg,32_001,32,32,2,30,5.5,control,22,3,6.25
cq329_32g_sucrose_fa6_9_p6_13_d1_0008.jpg,32_001,32,27,2,25,5.5,control,22,3,7.407407407
cq329_32g_sucrose_fa6_9_p6_13_d1_0009.jpg,32_001,32,196,3,193,5.5,control,22,3,1.530612245
cq329_32g_sucrose_fa6_9_p6_13_d1_0010.jpg,32_001,32,135,1,134,5.5,control,22,3,0.740740741
cq329_32g_sucrose_fa6_9_p6_13_d2_0001.jpg,32_002,32,170,2,168,5.5,control,22,3,1.176470588
cq329_32g_sucrose_fa6_9_p6_13_d2_0002.jpg,32_002,32,193,4,189,5.5,control,22,3,2.07253886
cq329_32g_sucrose_fa6_9_p6_13_d2_0003.jpg,32_002,32,79,1,78,5.5,control,22,3,1.265822785
cq329_32g_sucrose_fa6_9_p6_13_d2_0004.jpg,32_002,32,206,3,203,5.5,control,22,3,1.45631068
cq329_32g_sucrose_fa6_9_p6_13_d2_0005.jpg,32_002,32,34,1,33,5.5,control,22,3,2.941176471
cq329_32g_sucrose_fa6_9_p6_13_d2_0006.jpg,32_002,32,37,0,37,5.5,control,22,3,0
cq329_32g_sucrose_fa6_9_p6_13_d2_0007.jpg,32_002,32,33,3,30,5.5,control,22,3,9.090909091
cq329_32g_sucrose_fa6_9_p6_13_d2_0008.jpg,32_002,32,30,1,29,5.5,control,22,3,3.333333333
cq329_32g_sucrose_fa6_9_p6_13_d2_0009.jpg,32_002,32,38,2,36,5.5,control,22,3,5.263157895
cq329_32g_sucrose_fa6_9_p6_13_d2_0010.jpg,32_002,32,41,1,40,5.5,control,22,3,2.43902439
cq329_32g_sucrose_fa6_9_p6_13_d3_0001.jpg,32_003,32,54,1,53,5.5,control,22,3,1.851851852
cq329_32g_sucrose_fa6_9_p6_13_d3_0002.jpg,32_003,32,43,2,41,5.5,control,22,3,4.651162791
cq329_32g_sucrose_fa6_9_p6_13_d3_0003.jpg,32_003,32,36,2,34,5.5,control,22,3,5.555555556
cq329_32g_sucrose_fa6_9_p6_13_d3_0004.jpg,32_003,32,24,0,24,5.5,control,22,3,0
cq329_32g_sucrose_fa6_9_p6_13_d3_0005.jpg,32_003,32,54,0,54,5.5,control,22,3,0
cq329_32g_sucrose_fa6_9_p6_13_d3_0006.jpg,32_003,32,47,0,47,5.5,control,22,3,0
cq329_32g_sucrose_fa6_9_p6_13_d3_0007.jpg,32_003,32,213,1,212,5.5,control,22,3,0.469483568
cq329_32g_sucrose_fa6_9_p6_13_d3_0008.jpg,32_003,32,65,1,64,5.5,control,22,3,1.538461538
cq329_32g_sucrose_fa6_9_p6_13_d3_0009.jpg,32_003,32,143,1,142,5.5,control,22,3,0.699300699
cq329_32g_sucrose_fa6_9_p6_13_d3_0010.jpg,32_003,32,91,1,90,5.5,control,22,3,1.098901099
cq329_32g_sucrose_fa6_9_p6_13_d4_0001.jpg,32_004,32,25,1,24,5.5,control,22,3,4
cq329_32g_sucrose_fa6_9_p6_13_d4_0002.jpg,32_004,32,13,1,12,5.5,control,22,3,7.692307692
cq329_32g_sucrose_fa6_9_p6_13_d4_0003.jpg,32_004,32,31,1,30,5.5,control,22,3,3.225806452
cq329_32g_sucrose_fa6_9_p6_13_d4_0004.jpg,32_004,32,138,1,137,5.5,control,22,3,0.724637681
cq329_32g_sucrose_fa6_9_p6_13_d4_0005.jpg,32_004,32,30,0,30,5.5,control,22,3,0
cq329_32g_sucrose_fa6_9_p6_13_d4_0006.jpg,32_004,32,130,1,129,5.5,control,22,3,0.769230769
cq329_32g_sucrose_fa6_9_p6_13_d4_0007.jpg,32_004,32,25,1,24,5.5,control,22,3,4
cq329_32gsucrose_FA6_13_p6_17_d1_0001.jpg,32_005,32,92,1,91,5.5,control,22,3,1.086956522
cq329_32gsucrose_FA6_13_p6_17_d1_0002.jpg,32_005,32,65,1,64,5.5,control,22,3,1.538461538
cq329_32gsucrose_FA6_13_p6_17_d1_0003.jpg,32_005,32,32,1,31,5.5,control,22,3,3.125
cq329_32gsucrose_FA6_13_p6_17_d1_0004.jpg,32_005,32,119,0,119,5.5,control,22,3,0
cq329_32gsucrose_FA6_13_p6_17_d1_0005.jpg,32_005,32,80,0,80,5.5,control,22,3,0
cq329_32gsucrose_FA6_13_p6_17_d1_0006.jpg,32_005,32,142,2,140,5.5,control,22,3,1.408450704
cq329_32gsucrose_FA6_13_p6_17_d1_0007.jpg,32_005,32,106,0,106,5.5,control,22,3,0
cq329_32gsucrose_FA6_13_p6_17_d1_0008.jpg,32_005,32,92,2,90,5.5,control,22,3,2.173913043
cq329_32gsucrose_FA6_13_p6_17_d1_0009.jpg,32_005,32,159,1,158,5.5,control,22,3,0.628930818
cq329_32gsucrose_FA6_13_p6_17_d1_0010.jpg,32_005,32,102,2,100,5.5,control,22,3,1.960784314
cq329_32gsucrose_FA6_13_p6_17_d2_0001.jpg,32_006,32,34,2,30,5.5,control,22,3,5.882352941
cq329_32gsucrose_FA6_13_p6_17_d2_0002.jpg,32_006,32,41,3,38,5.5,control,22,3,7.317073171
cq329_32gsucrose_FA6_13_p6_17_d2_0003.jpg,32_006,32,34,3,31,5.5,control,22,3,8.823529412
cq329_32gsucrose_FA6_13_p6_17_d2_0004.jpg,32_006,32,34,8,26,5.5,control,22,3,23.52941176
cq329_32gsucrose_FA6_13_p6_17_d2_0005.jpg,32_006,32,31,2,29,5.5,control,22,3,6.451612903
cq329_32gsucrose_FA6_13_p6_17_d2_0006.jpg,32_006,32,43,2,41,5.5,control,22,3,4.651162791
cq329_32gsucrose_FA6_13_p6_17_d2_0007.jpg,32_006,32,102,5,97,5.5,control,22,3,4.901960784
cq329_32gsucrose_FA6_13_p6_17_d2_0008.jpg,32_006,32,126,3,,5.5,control,22,3,2.380952381
cq329_32gsucrose_FA6_13_p6_17_d2_0009.jpg,32_006,32,138,2,136,5.5,control,22,3,1.449275362
cq329_32gsucrose_FA6_13_p6_17_d2_0010.jpg,32_006,32,108,3,105,5.5,control,22,3,2.777777778
cq329_32gsucrose_FA6_13_p6_17_d3_0001.jpg,32_007,32,116,2,114,5.5,control,22,3,1.724137931
cq329_32gsucrose_FA6_13_p6_17_d3_0002.jpg,32_007,32,109,2,107,5.5,control,22,3,1.834862385
cq329_32gsucrose_FA6_13_p6_17_d3_0003.jpg,32_007,32,69,1,68,5.5,control,22,3,1.449275362
cq329_32gsucrose_FA6_13_p6_17_d3_0004.jpg,32_007,32,126,2,124,5.5,control,22,3,1.587301587
cq329_32gsucrose_FA6_13_p6_17_d3_0005.jpg,32_007,32,108,2,106,5.5,control,22,3,1.851851852
cq329_32gsucrose_FA6_13_p6_17_d3_0006.jpg,32_007,32,144,1,143,5.5,control,22,3,0.694444444
cq329_32gsucrose_FA6_13_p6_17_d3_0007.jpg,32_007,32,145,1,144,5.5,control,22,3,0.689655172
cq329_32gsucrose_FA6_13_p6_17_d3_0008.jpg,32_007,32,143,1,142,5.5,control,22,3,0.699300699
cq329_32gsucrose_FA6_13_p6_17_d3_0009.jpg,32_007,32,69,1,68,5.5,control,22,3,1.449275362
cq329_32gsucrose_FA6_13_p6_17_d3_0010.jpg,32_007,32,139,1,138,5.5,control,22,3,0.71942446
cq329_32gsucrose_FA6_13_p6_17_d4_0001.jpg,32_008,32,88,2,86,5.5,control,22,3,2.272727273
cq329_32gsucrose_FA6_13_p6_17_d4_0002.jpg,32_008,32,149,1,148,5.5,control,22,3,0.67114094
cq329_32gsucrose_FA6_13_p6_17_d4_0003.jpg,32_008,32,133,2,131,5.5,control,22,3,1.503759398
cq329_32gsucrose_FA6_13_p6_17_d4_0004.jpg,32_008,32,149,0,149,5.5,control,22,3,0
cq329_32gsucrose_FA6_13_p6_17_d4_0005.jpg,32_008,32,221,1,220,5.5,control,22,3,0.452488688
cq329_32gsucrose_FA6_13_p6_17_d4_0006.jpg,32_008,32,85,0,85,5.5,control,22,3,0
cq329_32gsucrose_FA6_13_p6_17_d4_0007.jpg,32_008,32,88,1,87,5.5,control,22,3,1.136363636
cq329_32gsucrose_FA6_13_p6_17_d4_0009.jpg,32_008,32,83,2,81,5.5,control,22,3,2.409638554
cq329_32gsucrose_FA6_13_p6_17_d4_0010.jpg,32_008,32,92,1,91,5.5,control,22,3,1.086956522
control3_7_pollen3_10_ph5-5_d1st_r1_pic0001.jpg,16_008,16,57,31,26,5.5,control,22,4,54.38596491
control3_7_pollen3_10_ph5-5_d1st_r1_pic0002.jpg,16_008,16,55,38,17,5.5,control,22,4,69.09090909
control3_7_pollen3_10_ph5-5_d1st_r1_pic0003.jpg,16_008,16,47,22,25,5.5,control,22,4,46.80851064
control3_7_pollen3_10_ph5-5_d1st_r1_pic0004.jpg,16_008,16,51,31,20,5.5,control,22,4,60.78431373
control3_7_pollen3_10_ph5-5_d1st_r1_pic0005.jpg,16_008,16,37,23,14,5.5,control,22,4,62.16216216
control3_7_pollen3_10_ph5-5_d1st_r1_pic0006.jpg,16_008,16,34,28,6,5.5,control,22,4,82.35294118
control3_7_pollen3_10_ph5-5_d1st_r1_pic0007.jpg,16_008,16,23,20,3,5.5,control,22,4,86.95652174
control3_7_pollen3_10_ph5-5_d1st_r1_pic0008.jpg,16_008,16,36,20,16,5.5,control,22,4,55.55555556
control3_7_pollen3_10_ph5-5_d1st_r1_pic0009.jpg,16_008,16,31,16,15,5.5,control,22,4,51.61290323
control3_7_pollen3_10_ph5-5_d1st_r1_pic0010.jpg,16_008,16,46,27,19,5.5,control,22,4,58.69565217
control3_7_pollen3_10_ph5-5_d1st_r2_pic0001.jpg,16_009,16,26,21,5,5.5,control,22,4,80.76923077
control3_7_pollen3_10_ph5-5_d1st_r2_pic0002.jpg,16_009,16,33,25,8,5.5,control,22,4,75.75757576
control3_7_pollen3_10_ph5-5_d1st_r2_pic0003.jpg,16_009,16,22,19,3,5.5,control,22,4,86.36363636
control3_7_pollen3_10_ph5-5_d1st_r2_pic0004.jpg,16_009,16,25,20,5,5.5,control,22,4,80
control3_7_pollen3_10_ph5-5_d1st_r2_pic0005.jpg,16_009,16,36,24,12,5.5,control,22,4,66.66666667
control3_7_pollen3_10_ph5-5_d1st_r2_pic0006.jpg,16_009,16,31,21,10,5.5,control,22,4,67.74193548
control3_7_pollen3_10_ph5-5_d1st_r2_pic0007.jpg,16_009,16,33,23,10,5.5,control,22,4,69.6969697
control3_7_pollen3_10_ph5-5_d1st_r2_pic0008.jpg,16_009,16,30,20,10,5.5,control,22,4,66.66666667
control3_7_pollen3_10_ph5-5_d1st_r2_pic0009.jpg,16_009,16,23,19,4,5.5,control,22,4,82.60869565
control3_7_pollen3_10_ph5-5_d1st_r2_pic0010.jpg,16_009,16,42,30,12,5.5,control,22,4,71.42857143
control3_7_pollen3_10_ph5-5_d1st_r2_pic0011.jpg,16_009,16,37,21,16,5.5,control,22,4,56.75675676
control3_7_pollen3_10_ph5-5_d1st_r2_pic0012.jpg,16_009,16,27,26,1,5.5,control,22,4,96.2962963
control3_7_pollen3_10_ph5-5_d1st_r3_pic0001.jpg,16_010,16,26,20,6,5.5,control,22,4,76.92307692
control3_7_pollen3_10_ph5-5_d1st_r3_pic0002.jpg,16_010,16,34,29,5,5.5,control,22,4,85.29411765
control3_7_pollen3_10_ph5-5_d1st_r3_pic0003.jpg,16_010,16,32,19,13,5.5,control,22,4,59.375
control3_7_pollen3_10_ph5-5_d1st_r3_pic0004.jpg,16_010,16,37,20,17,5.5,control,22,4,54.05405405
control3_7_pollen3_10_ph5-5_d1st_r3_pic0005.jpg,16_010,16,19,19,0,5.5,control,22,4,100
control3_7_pollen3_10_ph5-5_d1st_r3_pic0006.jpg,16_010,16,24,22,2,5.5,control,22,4,91.66666667
control3_7_pollen3_10_ph5-5_d1st_r3_pic0007.jpg,16_010,16,20,15,5,5.5,control,22,4,75
control3_7_pollen3_10_ph5-5_d1st_r3_pic0008.jpg,16_010,16,29,11,18,5.5,control,22,4,37.93103448
control3_7_pollen3_10_ph5-5_d1st_r3_pic0009.jpg,16_010,16,28,15,13,5.5,control,22,4,53.57142857
control3_7_pollen3_10_ph5-5_d1st_r3_pic0010.jpg,16_010,16,33,17,16,5.5,control,22,4,51.51515152
control3_7_pollen3_10_ph5-5_d1st_r3_pic0011.jpg,16_010,16,31,21,10,5.5,control,22,4,67.74193548
control3_7_pollen3_10_ph5-5_d1st_r3_pic0012.jpg,16_010,16,25,19,6,5.5,control,22,4,76
control3_7_pollen3_10_ph5-5_d1st_r3_pic0013.jpg,16_010,16,26,18,8,5.5,control,22,4,69.23076923
control3_7_pollen3_10_ph5-5_d1st_r3_pic0014.jpg,16_010,16,35,19,16,5.5,control,22,4,54.28571429
control3_7_pollen3_10_ph5-5_d1st_r4_pic0001.jpg,16_011,16,48,28,20,5.5,control,22,4,58.33333333
control3_7_pollen3_10_ph5-5_d1st_r4_pic0002.jpg,16_011,16,34,19,15,5.5,control,22,4,55.88235294
control3_7_pollen3_10_ph5-5_d1st_r4_pic0003.jpg,16_011,16,43,29,14,5.5,control,22,4,67.44186047
control3_7_pollen3_10_ph5-5_d1st_r4_pic0004.jpg,16_011,16,41,20,21,5.5,control,22,4,48.7804878
control3_7_pollen3_10_ph5-5_d1st_r4_pic0005.jpg,16_011,16,31,16,15,5.5,control,22,4,51.61290323
control3_7_pollen3_10_ph5-5_d1st_r4_pic0006.jpg,16_011,16,39,28,11,5.5,control,22,4,71.79487179
control3_7_pollen3_10_ph5-5_d1st_r4_pic0007.jpg,16_011,16,29,23,6,5.5,control,22,4,79.31034483
control3_7_pollen3_10_ph5-5_d1st_r4_pic0008.jpg,16_011,16,23,20,3,5.5,control,22,4,86.95652174
control3_7_pollen3_10_ph5-5_d1st_r4_pic0009.jpg,16_011,16,32,22,10,5.5,control,22,4,68.75
control3_7_pollen3_10_ph5-5_d1st_r4_pic0010.jpg,16_011,16,20,15,5,5.5,control,22,4,75
control3_7_pollen3_10_ph5-5_d1st_r4_pic0011.jpg,16_011,16,23,18,5,5.5,control,22,4,78.26086957
control3_8_pollen3_10_ph5-5_d1st_r1_pic0001.jpg,16_012,16,29,16,13,5.5,control,22,3,55.17241379
control3_8_pollen3_10_ph5-5_d1st_r1_pic0002.jpg,16_012,16,28,15,13,5.5,control,22,3,53.57142857
control3_8_pollen3_10_ph5-5_d1st_r1_pic0003.jpg,16_012,16,29,12,17,5.5,control,22,3,41.37931034
control3_8_pollen3_10_ph5-5_d1st_r1_pic0004.jpg,16_012,16,64,35,29,5.5,control,22,3,54.6875
control3_8_pollen3_10_ph5-5_d1st_r1_pic0005.jpg,16_012,16,37,23,14,5.5,control,22,3,62.16216216
control3_8_pollen3_10_ph5-5_d1st_r1_pic0006.jpg,16_012,16,58,33,25,5.5,control,22,3,56.89655172
control3_8_pollen3_10_ph5-5_d1st_r1_pic0007.jpg,16_012,16,47,17,30,5.5,control,22,3,36.17021277
control3_8_pollen3_10_ph5-5_d1st_r1_pic0008.jpg,16_012,16,48,12,36,5.5,control,22,3,25
control3_8_pollen3_10_ph5-5_d1st_r1_pic0009.jpg,16_012,16,29,16,13,5.5,control,22,3,55.17241379
control3_8_pollen3_10_ph5-5_d1st_r1_pic0010.jpg,16_012,16,49,27,22,5.5,control,22,3,55.10204082
control3_8_pollen3_10_ph5-5_d1st_r2_pic0001.jpg,16_013,16,36,18,18,5.5,control,22,3,50
control3_8_pollen3_10_ph5-5_d1st_r2_pic0002.jpg,16_013,16,44,13,31,5.5,control,22,3,29.54545455
control3_8_pollen3_10_ph5-5_d1st_r2_pic0003.jpg,16_013,16,41,11,30,5.5,control,22,3,26.82926829
control3_8_pollen3_10_ph5-5_d1st_r2_pic0004.jpg,16_013,16,45,12,33,5.5,control,22,3,26.66666667
control3_8_pollen3_10_ph5-5_d1st_r2_pic0005.jpg,16_013,16,37,23,14,5.5,control,22,3,62.16216216
control3_8_pollen3_10_ph5-5_d1st_r2_pic0006.jpg,16_013,16,39,15,24,5.5,control,22,3,38.46153846
control3_8_pollen3_10_ph5-5_d1st_r2_pic0007.jpg,16_013,16,27,8,19,5.5,control,22,3,29.62962963
control3_8_pollen3_10_ph5-5_d1st_r2_pic0008.jpg,16_013,16,35,15,20,5.5,control,22,3,42.85714286
control3_8_pollen3_10_ph5-5_d1st_r2_pic0009.jpg,16_013,16,29,16,13,5.5,control,22,3,55.17241379
control3_8_pollen3_10_ph5-5_d1st_r2_pic0010.jpg,16_013,16,38,20,18,5.5,control,22,3,52.63157895
control3_8_pollen3_10_ph5-5_d1st_r3_pic0001.jpg,16_014,16,69,13,56,5.5,control,22,3,18.84057971
control3_8_pollen3_10_ph5-5_d1st_r3_pic0002.jpg,16_014,16,75,15,60,5.5,control,22,3,20
control3_8_pollen3_10_ph5-5_d1st_r3_pic0003.jpg,16_014,16,63,14,49,5.5,control,22,3,22.22222222
control3_8_pollen3_10_ph5-5_d1st_r3_pic0004.jpg,16_014,16,33,13,20,5.5,control,22,3,39.39393939
control3_8_pollen3_10_ph5-5_d1st_r3_pic0005.jpg,16_014,16,61,31,30,5.5,control,22,3,50.81967213
control3_8_pollen3_10_ph5-5_d1st_r3_pic0006.jpg,16_014,16,46,43,3,5.5,control,22,3,93.47826087
control3_8_pollen3_10_ph5-5_d1st_r3_pic0007.jpg,16_014,16,43,21,22,5.5,control,22,3,48.8372093
control3_8_pollen3_10_ph5-5_d1st_r3_pic0008.jpg,16_014,16,26,9,17,5.5,control,22,3,34.61538462
control3_8_pollen3_10_ph5-5_d1st_r3_pic0009.jpg,16_014,16,27,9,18,5.5,control,22,3,33.33333333
control3_8_pollen3_10_ph5-5_d1st_r3_pic0010.jpg,16_014,16,44,15,29,5.5,control,22,3,34.09090909
control3_8_pollen3_10_ph5-5_d1st_r4_pic0001.jpg,16_015,16,37,20,17,5.5,control,22,3,54.05405405
control3_8_pollen3_10_ph5-5_d1st_r4_pic0002.jpg,16_015,16,29,18,11,5.5,control,22,3,62.06896552
control3_8_pollen3_10_ph5-5_d1st_r4_pic0003.jpg,16_015,16,21,19,2,5.5,control,22,3,90.47619048
control3_8_pollen3_10_ph5-5_d1st_r4_pic0004.jpg,16_015,16,26,18,8,5.5,control,22,3,69.23076923
control3_8_pollen3_10_ph5-5_d1st_r4_pic0005.jpg,16_015,16,26,12,14,5.5,control,22,3,46.15384615
control3_8_pollen3_10_ph5-5_d1st_r4_pic0006.jpg,16_015,16,37,20,17,5.5,control,22,3,54.05405405
control3_8_pollen3_10_ph5-5_d1st_r4_pic0007.jpg,16_015,16,34,16,18,5.5,control,22,3,47.05882353
control3_8_pollen3_10_ph5-5_d1st_r4_pic0008.jpg,16_015,16,39,9,30,5.5,control,22,3,23.07692308
control3_8_pollen3_10_ph5-5_d1st_r4_pic0009.jpg,16_015,16,27,19,8,5.5,control,22,3,70.37037037
control3_8_pollen3_10_ph5-5_d1st_r4_pic0010.jpg,16_015,16,30,16,14,5.5,control,22,3,53.33333333
